"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"Solirubrobacter"	0	2358	0	0	0	0	3521	0	1214	0	0	0	860	1765	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sorangium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	462	215
"Sphaerisporangium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1589
"Sphingomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0
"Sphingomonas"	1442	2530	1356	630	0	0	2700	2810	595	1491	2898	3837	1516	918	2092	776	1019	794	1058	0	1334	1048	0	627	2153	1069	2037
"Spirosoma"	0	0	0	0	0	0	89	160	0	92	125	129	0	147	0	84	0	0	0	0	0	0	0	0	0	0	0
"Sporocytophaga"	0	0	0	0	0	0	68	0	0	17	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sporosarcina"	764	997	734	0	0	0	1111	830	746	750	1084	1142	785	324	1188	389	0	0	0	0	0	0	0	0	0	0	0
"Stenotrophobacter"	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0
"Stenotrophomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
"Steroidobacter"	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0
"Streptosporangium"	0	1719	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Subgroup_10"	95	126	158	40	0	0	461	289	0	195	273	322	211	111	140	0	0	0	0	0	0	0	0	0	0	0	0
"SWB02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	109	0
"Taibaiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tellurimicrobium"	0	522	332	0	0	0	0	0	0	954	536	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Telmatocola"	0	0	0	0	184	104	0	0	204	0	0	0	0	0	0	0	0	46	0	0	155	0	0	0	126	0	0
"Terribacillus"	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terrimicrobium"	0	0	0	0	0	0	0	0	0	51	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thermosporothrix"	0	0	0	579	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	829	0	0	0
"Tumebacillus"	907	1129	833	563	521	145	936	845	891	782	975	910	793	339	1014	349	597	427	478	348	333	396	366	596	373	386	528
"UTCFX1"	0	0	0	236	0	0	0	67	0	0	67	0	0	0	0	0	0	0	0	0	0	135	147	0	114	0	265
"Verrucomicrobium"	0	0	0	0	0	0	0	128	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
"Vicinamibacter"	68	73	117	0	0	0	291	198	218	208	191	274	204	90	195	135	0	0	0	0	0	0	0	0	0	0	0
"Virgibacillus"	0	573	0	0	0	0	705	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vulgatibacter"	0	0	0	0	0	0	0	0	0	0	102	70	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
"Xylophilus"	0	0	0	0	0	0	0	245	0	2536	0	771	0	843	0	779	0	0	0	0	229	0	0	0	0	0	0
